vpn.ukraine_tap2free,VPN Ukraine - Get Ukrainian IP,67,"1,802,494",4.29,AltApps,"02137, Ukraine, Kyiv, PO BOX #17",support@tap2free.net,"Jan 22, 2019",1.15,https://play.google.com/store/apps/details?id=vpn.ukraine_tap2free&hl=en&gl=us,https://web.archive.org/web/20240213012443/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=vpn.ukraine_tap2free&hl=en&gl=us
com.supervpn.supervpnunlimited.superturbo.vpnunlimited.unlimitedvpn.vpn.unlimited.pro.server.provpn.secure.turbo,Super VPN-Fast Unlimited Proxy,68,"1,420,763",4.06,MoonlightGaming,,moonlightgame2024@gmail.com,"Jul 12, 2022",15,https://play.google.com/store/apps/details?id=com.supervpn.supervpnunlimited.superturbo.vpnunlimited.unlimitedvpn.vpn.unlimited.pro.server.provpn.secure.turbo&hl=en,NO LINK
io.geph.android,Geph: free anti-blocking VPN,69,"1,317,228",4.04,Gephyra OÜ,,contact@geph.io,"Aug 20, 2018",4.11.0,https://play.google.com/store/apps/details?id=io.geph.android&hl=en&gl=us,https://web.archive.org/web/20240213005659/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=io.geph.android&hl=en&gl=us
app.kismyo.vpn,Symlex VPN: Fast VPN,70,"859,696",4.20,Kolpolok Technologies,"60, Calendula Drive, Malabar, Port Elizabeth, P.O:6020, South Africa",support@symlexvpn.com,"Aug 8, 2019",5.0.43,https://play.google.com/store/apps/details?id=app.kismyo.vpn&hl=en&gl=us,https://web.archive.org/web/20240124112816/https://play.google.com/store/apps/details?id=app.kismyo.vpn&hl=en&gl=us
app.biubiuvpn.biubiuvpn,VPN - biubiuVPN Fast & Secure,71,"10,570,399",4.15,SOON BODYWERKZ,,support@biubiuvpn.app,"Jul 12, 2022",2.1.7,https://play.google.com/store/apps/details?id=app.biubiuvpn.biubiuvpn&hl=en&gl=us,https://web.archive.org/web/20240124112820/https://play.google.com/store/apps/details?id=app.biubiuvpn.biubiuvpn&hl=en&gl=us
com.avira.vpn,Avira Phantom VPN: Fast VPN,72,"3,456,863",4.43,AVIRA,"Avira Operations GmbH
Kaplaneiweg 1
D - 88069 Tettnang",info@avira.com,"Mar 22, 2016",3.9.6,https://play.google.com/store/apps/details?id=com.avira.vpn&hl=en&gl=us,https://web.archive.org/web/20240124112920/https://play.google.com/store/apps/details?id=com.avira.vpn&hl=en&gl=us
com.hotbotvpn,HotBot VPN™ Protect Your Data,73,"1,453,326",4.12,HotBot VPN,"Ansuya Estate Suite 9
Victoria, Mahé
Republic of Seychelles",help@hotbotvpn.com,"Jun 22, 2020",,https://play.google.com/store/apps/details?id=com.hotbotvpn&hl=en&gl=us,https://web.archive.org/web/20240124112922/https://play.google.com/store/apps/details?id=com.hotbotvpn&hl=en&gl=us
com.odelance.ya,YA VPN - Ultra Fast & No Limit,74,"1,212,738",4.19,ODELANCE SCIENTECH,,advertise@odelance.com,"May 11, 2021",3.1.1,https://play.google.com/store/apps/details?id=com.odelance.ya&hl=en&gl=us,https://web.archive.org/web/20240213010424/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.odelance.ya&hl=en&gl=us
app.jumpjumpvpn.jumpjumpvpn,JumpJumpVPN- Fast & Secure VPN,75,"189,834",3.84,SOON BODYWERKZ,,support@jumpjump.io,"Sep 6, 2023",1.2.4,https://play.google.com/store/apps/details?id=app.jumpjumpvpn.jumpjumpvpn&hl=en&gl=us,https://web.archive.org/web/20240124113126/https://play.google.com/store/apps/details?id=app.jumpjumpvpn.jumpjumpvpn&hl=en&gl=us
com.brocode.uvpn,uVPN - Secure & Fast VPN Proxy,76,"568,198",4.21,Brocode Limited,"No. 5, 17/F Bonham Trade Centre,  50 Bonham Strand, Sheung Wan, Hong Kong",support@uvpn.me,"Dec 17, 2019",5.2.9,https://play.google.com/store/apps/details?id=com.brocode.uvpn&hl=en&gl=us,https://web.archive.org/web/20240124113005/https://play.google.com/store/apps/details?id=com.brocode.uvpn&hl=en&gl=us
unlimited.free.vpn.unblock.proxy.supernet.vpn,SuperNet VPN: fast VPN Proxy,77,"1,148,635",4.42,AUTUMN BREEZE PTE. LIMITED,8 MARINA VIEW #42-099 ASIA SQUARE TOWER 1 SINGAPORE 018960,supernetvpn@autumnbreeze.co,"Jun 16, 2021",1.1.8,https://play.google.com/store/apps/details?id=unlimited.free.vpn.unblock.proxy.supernet.vpn&hl=en&gl=us,https://web.archive.org/web/20240312170815/https://play.google.com/store/apps/details?id=unlimited.free.vpn.unblock.proxy.supernet.vpn&hl=en_US
com.pandavpn.androidproxy,PandaVPN Pro - Fast Secure VPN,78,"16,535,709",3.67,PandaVPN Official,"Vistra Corporate Services Centre, Suite 23, 1st Floor, Eden Plaza, Eden Island, Mahé, Republic of Seychelles",panda7x24@gmail.com,"Dec 12, 2018",6.8.4,https://play.google.com/store/apps/details?id=com.pandavpn.androidproxy&hl=en&gl=us,https://web.archive.org/web/20240124112911/https://play.google.com/store/apps/details?id=com.pandavpn.androidproxy&hl=en&gl=us
com.northghost.touchvpn,Touch VPN - Fast Hotspot Proxy,79,"45,922,921",4.27,"VPN Proxy Pro, LLC",,support@northghost.com,"Aug 17, 2014",2.3.0,https://play.google.com/store/apps/details?id=com.northghost.touchvpn&hl=en&gl=us,https://web.archive.org/web/20240124112923/https://play.google.com/store/apps/details?id=com.northghost.touchvpn&hl=en&gl=us
com.swoshsvpn.vpn,SwoshsVPN: Fast & Secure VPN,80,"2,063,885",3.97,ioTegrity Technology Inc.,,support@swoshsvpn.com,"Dec 29, 2021",1.0.66,https://play.google.com/store/apps/details?id=com.swoshsvpn.vpn&hl=en&gl=us,https://web.archive.org/web/20240124112918/https://play.google.com/store/apps/details?id=com.swoshsvpn.vpn&hl=en&gl=us
com.distimo.phoneguardian,Phone Guardian VPN: Safe WiFi,81,"29,386,809",4.78,data.ai Basics,,support@phoneguardianapp.com,"Sep 25, 2018",3.7.1,https://play.google.com/store/apps/details?id=com.distimo.phoneguardian&hl=en&gl=us,https://web.archive.org/web/20240213005312/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.distimo.phoneguardian&hl=en&gl=us
vpn.secure.tehran,فیلتر شکن قوی پرسرعت Maple VPN,82,"2,085,094",4.58,ZARISAN,,consolzar@gmail.com,"Oct 30, 2023",1.4,https://play.google.com/store/apps/details?id=vpn.secure.tehran&hl=en&gl=us,https://web.archive.org/web/20240124113006/https://play.google.com/store/apps/details?id=vpn.secure.tehran&hl=en&gl=us
free.vpn.private,VPN Private,83,"20,132,597",4.46,Master of VPN,"Suite 8B, 50 Town Range, GX11 1AA, Gibraltar",info@vpn-private.net,"Sep 30, 2019",2.0.11,https://play.google.com/store/apps/details?id=free.vpn.private&hl=en&gl=us,https://web.archive.org/web/20240313101338/https://play.google.com/store/apps/details?id=free.vpn.private&hl=en_US
com.vpn.lat,VPN.lat: Fast and secure proxy,84,"19,256,526",4.53,Privacy Apps Latam Ltd.,"House of Francis, Room 303, Ile Du Port, Mahe, Seychelles",contact@vpn.lat,"Jan 30, 2019",3.8.3.9.4,https://play.google.com/store/apps/details?id=com.vpn.lat&hl=en&gl=us,https://web.archive.org/web/20240213005927/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.vpn.lat&hl=en&gl=us
cc.coolline.client.pro,Cool VPN Pro: Secure VPN Proxy,85,"16,884,921",4.55,Cool VPN Team,"51 Ayer Rajah Crescent #07-09, Singapore",foxecomp@gmail.com,"Apr 30, 2021",1.0.276,https://play.google.com/store/apps/details?id=cc.coolline.client.pro&hl=en&gl=us,https://web.archive.org/web/20240313101753/https://play.google.com/store/apps/details?id=cc.coolline.client.pro&hl=en_US
com.avg.android.secure.browser,AVG Secure Browser,86,"862,555",4.56,AVG Mobile,"Avast Software s.r.o.
Enterprise Office Center,
Pikrtova 1737/1A,
Prague 140 00
Czech Republic",mobile-support@avg.com,"Mar 23, 2020",7.5.0-p1,https://play.google.com/store/apps/details?id=com.avg.android.secure.browser&hl=en&gl=us,https://web.archive.org/web/20240124113006/https://play.google.com/store/apps/details?id=com.avg.android.secure.browser&hl=en&gl=us
com.open.hotspot.vpn.free,Ultimate VPN,87,"15,463,545",4.06,Ultimate VPN Inc,"31 Ko Shing Street, Sheung Wan, Hong Kong",freeinternnet@gmail.com,"Aug 12, 2018",1.4.3,https://play.google.com/store/apps/details?id=com.open.hotspot.vpn.free&hl=en&gl=us,https://web.archive.org/web/20240213011749/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.open.hotspot.vpn.free&hl=en&gl=us
com.fvcorp.flyclient,FlyVPN - Secure & Fast VPN,88,"10,091,756",3.59,FlyVPN,"7 / F, Block B, Sha Tin Industrial Center, 5-7 Shing Yu Park, Shatin District, Hong Kong

",support@flyvpn.com,"Oct 8, 2015",6.9.0.2,https://play.google.com/store/apps/details?id=com.fvcorp.flyclient&hl=en&gl=us,https://web.archive.org/web/20240124113016/https://play.google.com/store/apps/details?id=com.fvcorp.flyclient&hl=en&gl=us
com.vpncity,VPNCity - Secure & Fast VPN,89,"269,321",3.76,VPN City,"26th Floor,
Beautiful Group Tower,
77 Connaught Road,
Central,
Hong Kong",support@vpncity.com,"Feb 1, 2019",1.2.4,https://play.google.com/store/apps/details?id=com.vpncity&hl=en&gl=us,https://web.archive.org/web/20240124113124/https://play.google.com/store/apps/details?id=com.vpncity&hl=en&gl=us
com.ivacy,Ivacy VPN - Secure Fastest VPN,90,"1,429,297",3.52,Ivacy,"PMG Pte. Ltd.

38 Beach Road #29-11
South Beach Tower
Singapore 189767

+6582374152",support@ivacy.com,"Apr 25, 2015",7.1.5,https://play.google.com/store/apps/details?id=com.ivacy&hl=en&gl=us,https://web.archive.org/web/20240124113018/https://play.google.com/store/apps/details?id=com.ivacy&hl=en&gl=us
com.notvpn,NotVPN - Unlimited VPN,91,"1,195,092",3.87,AppWizard LLC,331 E Park RD Indian Trail NC,support@notvpn.io,"Jun 12, 2022",7,https://play.google.com/store/apps/details?id=com.notvpn&hl=en&gl=us,https://web.archive.org/web/20240124113133/https://play.google.com/store/apps/details?id=com.notvpn&hl=en&gl=us
me.seed4.app.android,Seed4.Me VPN Proxy,92,"2,612,955",4.32,"S4M Tech, Inc.",,support@seed4.me,"Aug 6, 2015",2.0.37,https://play.google.com/store/apps/details?id=me.seed4.app.android&hl=en&gl=us,https://web.archive.org/web/20240124113127/https://play.google.com/store/apps/details?id=me.seed4.app.android&hl=en&gl=us
com.mousevpn.org,فیلتر شکن قوی پرسرعت Mouse VPN,93,"1,106,645",4.31,Zharfa,,playstore.eshraghi@gmail.com,"Jun 11, 2023",7.186-p,https://play.google.com/store/apps/details?id=com.mousevpn.org&hl=en&gl=us,https://web.archive.org/web/20240313104557/https://play.google.com/store/apps/details?id=com.mousevpn.org&hl=en_US
com.leaf.and.aleaf,Leaf VPN,94,"1,232,716",4.02,Kits Labs,,eric.y.corsican@gmail.com,"Jan 14, 2022",1.35,https://play.google.com/store/apps/details?id=com.leaf.and.aleaf&hl=en&gl=us,https://web.archive.org/web/20240213010305/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.leaf.and.aleaf&hl=en&gl=us
com.hidemyip.hideme,"Hide My IP - Fast, Secure VPN",95,"2,254,575",4.04,Hide My IP,"7770 Regents Rd.
Suite #113-644
San Diego, CA 92122-1967
United States",staff@hide-my-ip.com,"Aug 26, 2014",0.1.98,https://play.google.com/store/apps/details?id=com.hidemyip.hideme&hl=en&gl=us,https://web.archive.org/web/20240124113222/https://play.google.com/store/apps/details?id=com.hidemyip.hideme&hl=en&gl=us
co.infinitysoft.vpn360,VPN 360 Unlimited Secure Proxy,96,"8,773,208",4.37,Pango GmbH,"AnchorFree GmbH.
Hansmatt 32
6370 Stans
Switzerland",support@vpn360.zendesk.com,"Nov 12, 2017",5.13.0,https://play.google.com/store/apps/details?id=co.infinitysoft.vpn360&hl=en&gl=us,https://web.archive.org/web/20240213005435/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=co.infinitysoft.vpn360&hl=en&gl=us
com.shuttlevpn.free.proxy.gaming,Shuttle VPN : Secure VPN Proxy,97,"6,240,607",4.56,Shuttle VPN,Shuttle VPN,shuttlevpn2019@yahoo.com,"Jan 27, 2019",2.98,https://play.google.com/store/apps/details?id=com.shuttlevpn.free.proxy.gaming&hl=en&gl=us,https://web.archive.org/web/20240313105010/https://play.google.com/store/apps/details?id=com.shuttlevpn.free.proxy.gaming&hl=en_US
com.best.free.vpn.proxy,Ostrich VPN - Proxy Unlimited,98,"1,738,744",4.53,Geware VPN Pro,,contact@ostrichvpn.net,"Mar 15, 2023",1.16.0(213),https://play.google.com/store/apps/details?id=com.best.free.vpn.proxy&hl=en&gl=us,https://web.archive.org/web/20240124113200/https://play.google.com/store/apps/details?id=com.best.free.vpn.proxy&hl=en&gl=us
antivirus.virus.cleaner.clean.vpn.booster,Cleaner Antivirus VPN Cleaner,99,"7,839,203",4.82,Cleaner + Antivirus + VPN company,"Barjanska cesta 70
1000 Ljubljana
Slovenia",support.cleaner@orangedog.net,"Apr 27, 2023",2.2.0,https://play.google.com/store/apps/details?id=antivirus.virus.cleaner.clean.vpn.booster&hl=en&gl=us,https://web.archive.org/web/20240124113223/https://play.google.com/store/apps/details?id=antivirus.virus.cleaner.clean.vpn.booster&hl=en&gl=us
com.optimizer.booster.fast.speedy.phone.smooth,VPN - fast secure vpn proxy,100,"4,933,788",4.67,VPN SUPER LAB,"shellapps.dev@gmail.com
1 Yisun Industrial Street 1
A'Posh Bizhub",shellapps.dev@gmail.com,"May 24, 2022",2.8.7,https://play.google.com/store/apps/details?id=com.optimizer.booster.fast.speedy.phone.smooth&hl=en&gl=us,https://web.archive.org/web/20240213011554/http://web.archive.org/screenshot/https://play.google.com/store/apps/details?id=com.optimizer.booster.fast.speedy.phone.smooth&hl=en&gl=us
